"Name" "RA" "Dec"
"N1770" "04:57:00.02" "-68:24:59.76"
"NI2115" "04:57:06.02" "-66:24:00.00"
"NI2117" "04:57:12.02" "-68:27:00.00"
"N1710" "04:57:18.05" "-15:18:00.00"
"NI2108" "04:57:18.05" "-15:16:59.88"
"NI391" "04:57:23.98" "+78:10:59.88"
"NI2116" "04:57:24.02" "-66:24:59.76"
"N1782" "04:57:36.02" "-69:22:59.88"
"N1769" "04:57:42.02" "-66:27:59.76"
"N1774" "04:57:48.02" "-67:15:00.00"
"N1789" "04:57:48.02" "-71:54:00.00"
"NI396" "04:58:00.02" "+68:18:59.76"
"NI398" "04:58:12.05" "-07:46:59.88"
"N1773" "04:58:18.02" "-66:21:00.00"
"NI2107" "04:58:18.05" "+08:15:00.00"
"N1716" "04:58:24.05" "-20:24:00.00"
"N1765" "04:58:24.02" "-62:01:59.88"
"N1776" "04:58:24.02" "-66:25:59.88"
"N1785" "04:58:36.02" "-68:51:59.76"
"N1709" "04:58:48.05" "-00:28:59.88"
"N1707" "04:58:54.05" "+08:13:59.88"
"N1713" "04:58:54.05" "-00:30:00.00"
"N1771" "04:58:54.02" "-63:18:00.00"
"N1783" "04:58:54.02" "-66:00:00.00"
"N1791" "04:59:00.02" "-70:09:59.76"
"NI2109" "04:59:00.05" "-00:19:00.12"
"NI2110" "04:59:00.05" "-00:19:00.12"
"N1786" "04:59:06.02" "-67:45:00.00"
"N1787" "04:59:06.02" "-65:43:59.88"
"N1717" "04:59:12.05" "-00:15:00.00"
"N1721" "04:59:12.05" "-11:07:59.88"
"N1720" "04:59:18.05" "-07:52:00.12"
"N1725" "04:59:18.05" "-11:07:59.88"
"N1723" "04:59:24.05" "-10:58:59.88"
"N1728" "04:59:24.05" "-11:07:59.88"
"N1793" "04:59:24.02" "-69:33:00.00"
"N1795" "04:59:30.02" "-69:48:00.00"
"N1719" "04:59:36.05" "-00:16:00.12"
"N1730" "04:59:36.05" "-15:49:59.88"
"NI2113" "04:59:36.05" "-15:49:59.88"
"N1726" "04:59:42.05" "-07:45:00.00"
"N1744" "05:00:00.05" "-26:00:59.76"
"N1729" "05:00:06.05" "-03:21:00.00"
"N1801" "05:00:30.02" "-69:37:59.88"
"NI2112" "05:00:30.05" "+04:22:59.88"
"N1759" "05:00:48.05" "-38:42:59.76"
"N1804" "05:00:54.02" "-69:04:59.88"
"NI397" "05:01:06.05" "+40:25:59.88"
"N1741" "05:01:36.05" "-04:16:00.12"
"N1738" "05:01:42.05" "-18:10:59.88"
"N1739" "05:01:42.05" "-18:12:00.00"
"N1742" "05:01:42.05" "-03:18:00.00"
"NI399" "05:01:48.05" "-04:18:00.00"
"N1740" "05:01:54.05" "-03:18:00.00"
"N1806" "05:01:54.02" "-67:58:59.88"
"N1809" "05:02:00.02" "-69:33:59.76"
"N1752" "05:02:06.05" "-08:13:59.88"
"N1805" "05:02:12.02" "-66:06:00.00"
"N1815" "05:02:18.02" "-70:36:59.76"
"N1753" "05:02:24.05" "-03:21:00.00"
"N1708" "05:02:36.05" "+52:52:59.88"
"N1757" "05:02:36.05" "-04:43:59.88"
"N1813" "05:02:36.02" "-70:18:59.76"
"N1796" "05:02:42.02" "-61:07:59.88"
"N1544" "05:02:59.76" "+86:12:59.76"
"N1810" "05:03:06.02" "-66:21:59.76"
"N1724" "05:03:30.05" "+49:30:00.00"
"N1823" "05:03:30.02" "-70:21:00.00"
"N1746" "05:03:36.05" "+23:49:00.12"
"N1762" "05:03:36.05" "+01:34:00.12"
"NI400" "05:03:42.05" "-15:45:59.76"
"N1814" "05:03:48.02" "-67:16:59.88"
"N1816" "05:03:48.02" "-67:16:59.88"
"N1820" "05:03:48.02" "-67:16:59.88"
"N1750" "05:03:54.05" "+23:39:00.00"
"N1825" "05:04:06.02" "-68:54:59.76"
"N1828" "05:04:06.02" "-69:22:59.88"
"N1818" "05:04:12.02" "-66:24:00.00"
"N1833" "05:04:18.02" "-70:42:59.76"
"NI401" "05:04:18.05" "-10:04:59.88"
"N1758" "05:04:24.05" "+23:46:00.12"
"N1830" "05:04:30.02" "-69:19:59.88"
"N1829" "05:04:42.02" "-68:03:00.00"
"N1837" "05:04:42.02" "-70:42:00.00"
"N1822" "05:05:00.02" "-66:12:00.00"
"N1792" "05:05:12.05" "-37:58:59.88"
"N1835" "05:05:12.02" "-69:24:00.00"
"N1779" "05:05:18.05" "-09:09:00.00"
"N1834" "05:05:18.02" "-69:12:59.76"
"N1836" "05:05:18.02" "-68:36:59.76"
"N1784" "05:05:24.05" "-11:51:59.76"
"N1803" "05:05:24.05" "-49:33:59.76"
"N1826" "05:05:24.02" "-66:12:59.76"
"N1838" "05:05:54.02" "-68:27:00.00"
"N1839" "05:05:54.02" "-68:36:59.76"
"N1831" "05:06:06.02" "-64:54:59.76"
"N1845" "05:06:18.02" "-70:27:59.76"
"NI402" "05:06:18.05" "-09:07:59.88"
"N1780" "05:06:24.05" "-19:28:59.88"
"N1800" "05:06:24.05" "-31:57:00.00"
"N1840" "05:06:24.00" "-71:48:59.76"
"N1788" "05:06:54.05" "-03:21:00.00"
"N1824" "05:06:54.05" "-59:42:59.76"
"N1847" "05:06:54.02" "-68:58:59.88"
"NI2118" "05:06:54.05" "-07:13:00.12"
"N1842" "05:07:06.02" "-67:15:59.76"
"N1844" "05:07:12.02" "-67:18:59.76"
"NI2119" "05:07:12.05" "-20:21:00.00"
"N1848" "05:07:18.02" "-71:10:59.88"
"N1846" "05:07:36.02" "-67:27:59.76"
"N1797" "05:07:42.05" "-08:01:59.88"
"N1799" "05:07:42.05" "-07:58:00.12"
"N1808" "05:07:42.05" "-37:30:59.76"
"N1781" "05:07:54.05" "-18:09:59.76"
"N1794" "05:07:54.05" "-18:09:59.76"
"N1778" "05:08:06.05" "+37:03:00.00"
"N1850" "05:08:30.02" "-68:45:59.76"
"N1811" "05:08:42.05" "-29:16:59.88"
"N1812" "05:08:54.05" "-29:15:59.76"
"N1852" "05:09:00.02" "-67:46:59.88"
"N1854" "05:09:06.02" "-68:51:00.00"
"N1849" "05:09:12.02" "-66:18:00.00"
"N1855" "05:09:24.02" "-68:51:00.00"
"N1856" "05:09:24.02" "-69:07:59.88"
"N1858" "05:09:42.02" "-68:54:00.00"
"N1827" "05:10:06.05" "-36:57:59.76"
"N1861" "05:10:06.02" "-70:45:59.76"
"N1802" "05:10:12.05" "+24:06:00.00"
"N1860" "05:10:24.02" "-68:45:59.76"
"N1807" "05:10:42.05" "+16:31:59.88"
"N1790" "05:11:18.05" "+52:03:59.76"
"N1859" "05:11:24.02" "-65:12:59.76"
"N1863" "05:11:24.02" "-68:46:59.88"
"N1798" "05:11:36.05" "+47:39:59.76"
"N1819" "05:11:42.05" "+05:12:00.00"
"N1821" "05:11:42.05" "-15:06:59.76"
"N1817" "05:12:06.05" "+16:42:00.00"
"N1832" "05:12:06.05" "-15:40:59.88"
"N1862" "05:12:12.02" "-66:07:59.88"
"N1865" "05:12:12.02" "-68:46:59.88"
"N1853" "05:12:18.05" "-57:24:00.00"
"N1864" "05:12:30.02" "-67:37:59.88"
"N1878" "05:12:36.02" "-70:27:59.76"
"N1870" "05:13:00.02" "-69:07:59.88"
"N1872" "05:13:00.02" "-69:19:59.88"
"N1874" "05:13:12.02" "-69:22:59.88"
"N1876" "05:13:12.02" "-69:22:59.88"
"N1877" "05:13:12.02" "-69:22:59.88"
"N1881" "05:13:12.02" "-69:21:00.00"
"NI404" "05:13:18.05" "+09:45:00.00"
"N1866" "05:13:30.02" "-65:27:59.76"
"N1867" "05:13:30.02" "-66:16:59.88"
"N1880" "05:13:36.02" "-69:22:59.88"
"N1871" "05:13:42.02" "-67:27:59.76"
"N1873" "05:13:42.02" "-67:19:59.88"
"N1869" "05:13:48.02" "-67:22:59.88"
"N1890" "05:13:54.00" "-72:03:59.76"
"N1843" "05:14:06.05" "-10:37:59.88"
"N1851" "05:14:06.05" "-40:03:00.00"
"N1868" "05:14:30.02" "-63:57:00.00"
"N1885" "05:15:00.02" "-68:57:59.76"
"N1882" "05:15:12.02" "-66:06:59.76"
"NI403" "05:15:18.05" "+39:57:59.76"
"N1894" "05:15:42.02" "-69:27:00.00"
"N1887" "05:15:48.02" "-66:18:00.00"
"N1884" "05:15:54.02" "-66:09:59.76"
"NI405" "05:16:12.05" "+34:16:00.12"
"N1898" "05:16:42.02" "-69:36:00.00"
"N1895" "05:16:54.02" "-67:18:59.76"
"N1892" "05:17:06.02" "-64:57:00.00"
"N1903" "05:17:12.02" "-69:18:00.00"
"N1897" "05:17:24.02" "-67:25:59.88"
"N1916" "05:17:30.02" "-69:21:59.76"
"N1914" "05:17:36.02" "-71:13:59.88"
"NI407" "05:17:42.05" "-15:30:59.76"
"N1899" "05:17:48.02" "-67:52:59.88"
"N1901" "05:17:48.02" "-68:25:59.88"
"NI406" "05:17:48.05" "+39:52:59.88"
"NI408" "05:17:54.05" "-25:04:59.88"
"N1902" "05:18:06.02" "-66:36:59.76"
"N1910" "05:18:06.02" "-69:12:59.76"
"N1905" "05:18:12.02" "-67:15:00.00"
"NI2120" "05:18:12.05" "+37:36:00.00"
"N1913" "05:18:24.02" "-69:33:00.00"
"N1900" "05:19:00.02" "-63:01:59.88"
"N1917" "05:19:00.02" "-69:00:00.00"
"NI2122" "05:19:00.05" "-37:04:59.88"
"N1918" "05:19:06.02" "-69:39:00.00"
"N1911" "05:19:12.02" "-66:45:59.76"
"N1921" "05:19:18.02" "-69:48:00.00"
"N1915" "05:19:36.02" "-66:48:00.00"
"NI409" "05:19:36.05" "+03:18:00.00"
"N1922" "05:19:42.02" "-69:28:59.88"
"N1956" "05:19:41.98" "-77:45:00.00"
"NI2121" "05:19:42.05" "-25:03:59.76"
"N1879" "05:19:48.05" "-32:09:00.00"
"N1919" "05:20:00.02" "-66:54:59.76"
"N1857" "05:20:12.05" "+39:21:00.00"
"NI411" "05:20:18.05" "-25:19:59.88"
"N1926" "05:20:30.02" "-69:30:00.00"
"N1920" "05:20:36.02" "-66:48:00.00"
"N1928" "05:20:48.02" "-69:28:59.88"
"N1923" "05:21:00.02" "-65:30:00.00"
"N1891" "05:21:18.05" "-35:43:59.88"
"NI415" "05:21:18.05" "-15:33:00.00"
"N1938" "05:21:24.02" "-69:54:59.76"
"N1939" "05:21:24.02" "-69:55:59.88"
"N1929" "05:21:36.02" "-67:55:59.88"
"N1875" "05:21:48.05" "+06:40:59.88"
"N1886" "05:21:48.05" "-23:48:59.76"
"N1925" "05:21:48.02" "-65:48:00.00"
"N1934" "05:21:48.02" "-67:55:59.88"
"N1935" "05:21:54.02" "-67:57:59.76"
"N1944" "05:21:54.00" "-72:30:00.00"
"NI412" "05:21:54.05" "+03:28:59.88"
"NI414" "05:21:54.05" "+03:19:59.88"
"NI2123" "05:21:54.05" "+03:30:00.00"
"NI2124" "05:21:54.05" "+03:30:00.00"
"NI2126" "05:21:54.02" "-67:57:00.00"
"NI2127" "05:21:54.02" "-67:57:59.76"
"NI413" "05:22:00.05" "+03:28:59.88"
"N1936" "05:22:06.02" "-67:58:59.88"
"N1933" "05:22:12.02" "-66:09:00.00"
"N1937" "05:22:18.02" "-67:54:59.76"
"N1932" "05:22:24.02" "-66:09:00.00"
"N1888" "05:22:30.05" "-11:30:00.00"
"N1889" "05:22:30.05" "-11:28:59.88"
"N1940" "05:22:36.02" "-67:12:00.00"
"N2012" "05:22:35.95" "-79:51:00.00"
"NI410" "05:22:36.05" "+33:31:00.12"
"N1893" "05:22:42.05" "+33:24:00.00"
"N1943" "05:22:42.02" "-70:09:59.76"
"NI2128" "05:22:48.02" "-68:03:00.00"
"NI2134" "05:23:00.00" "-75:27:00.00"
"N1941" "05:23:06.02" "-66:22:59.88"
"NI416" "05:23:54.05" "-17:15:59.76"
"NI2125" "05:24:24.05" "-26:58:59.88"
"N1904" "05:24:30.05" "-24:33:00.00"
"N1950" "05:24:30.02" "-69:57:00.00"
"N1942" "05:24:42.02" "-63:55:59.88"
"N1906" "05:24:48.05" "-15:57:59.76"
"N1946" "05:25:06.02" "-66:24:59.76"
"N1949" "05:25:06.02" "-68:28:59.88"
"N1896" "05:25:24.05" "+20:10:00.12"
"N1945" "05:25:24.02" "-66:21:00.00"
"N1953" "05:25:24.02" "-68:48:00.00"
"N1948" "05:25:30.02" "-66:15:00.00"
"N1958" "05:25:30.02" "-69:49:59.88"
"N1959" "05:25:48.02" "-69:55:59.88"
"N1883" "05:25:54.05" "+46:33:00.00"
"N1909" "05:25:54.05" "-08:07:59.88"
"N1930" "05:25:54.05" "-46:43:59.88"
"N1951" "05:25:54.02" "-66:36:00.00"
"N1908" "05:26:00.05" "-02:31:59.88"
"N1955" "05:26:06.02" "-67:28:59.88"
"N1962" "05:26:30.02" "-68:46:59.88"
"N1965" "05:26:30.02" "-68:46:59.88"
"N1967" "05:26:30.02" "-69:03:59.76"
"N1969" "05:26:30.02" "-69:48:59.76"
"N1970" "05:26:30.02" "-68:46:59.88"
"N1971" "05:26:42.02" "-69:51:00.00"
"N1972" "05:26:42.02" "-69:48:59.76"
"N1947" "05:26:48.02" "-63:45:59.76"
"N1966" "05:26:48.02" "-68:48:59.76"
"N1968" "05:27:12.02" "-67:25:59.88"
"N1987" "05:27:12.02" "-70:45:59.76"
"N2000" "05:27:24.00" "-71:54:59.76"
"N1983" "05:27:30.02" "-68:57:00.00"
"N1984" "05:27:30.02" "-69:06:00.00"
"N1986" "05:27:30.02" "-69:57:59.76"
"NI418" "05:27:30.05" "-12:42:00.00"
"N1924" "05:27:54.05" "-05:19:00.12"
"N1974" "05:27:54.02" "-67:24:00.00"
"N1907" "05:28:00.05" "+35:19:00.12"
"NI417" "05:28:06.05" "+34:25:59.88"
"N1994" "05:28:12.02" "-69:06:59.76"
"N1978" "05:28:36.02" "-66:13:59.88"
"N1912" "05:28:42.05" "+35:49:59.88"
"N1927" "05:28:42.05" "-08:22:59.88"
"N1991" "05:29:00.02" "-67:25:59.88"
"N2001" "05:29:06.02" "-68:43:59.88"
"N2005" "05:30:00.02" "-69:43:59.88"
"N2002" "05:30:12.02" "-66:51:59.76"
"N1997" "05:30:30.02" "-63:12:00.00"
"N2004" "05:30:36.02" "-67:16:59.88"
"N2010" "05:30:36.02" "-70:48:59.76"
"N2018" "05:30:36.00" "-71:03:59.76"
"N2003" "05:30:42.02" "-66:27:00.00"
"N2009" "05:30:48.02" "-69:09:00.00"
"NI419" "05:31:00.05" "+30:09:00.00"
"N2006" "05:31:12.02" "-66:57:00.00"
"NI2129" "05:31:18.05" "-23:03:59.76"
"N1931" "05:31:24.05" "+34:15:00.00"
"N2016" "05:31:30.02" "-69:55:59.88"
"N2019" "05:31:42.02" "-70:09:59.76"
"NI2130" "05:31:48.05" "-23:09:00.00"
"N2015" "05:31:54.02" "-69:12:59.76"
"N2011" "05:32:06.02" "-67:30:59.76"
"N2014" "05:32:12.02" "-67:39:59.76"
"NI421" "05:32:12.05" "-08:04:59.88"
"NI420" "05:32:18.05" "-04:30:00.00"
"NI422" "05:32:18.05" "-17:12:59.76"
"NI2131" "05:32:18.05" "-17:12:59.76"
"N1995" "05:32:30.05" "-48:42:00.00"
"NI2132" "05:32:30.05" "-13:55:00.12"
"N1954" "05:32:48.05" "-14:04:00.12"
"N1957" "05:32:54.05" "-14:07:00.12"
"N2020" "05:33:06.02" "-67:42:00.00"
"N2025" "05:33:06.00" "-71:43:59.88"
"NI2142" "05:33:05.98" "-78:00:00.00"
"NI2135" "05:33:12.05" "-36:24:00.00"
"NI2136" "05:33:12.05" "-36:24:00.00"
"NI2140" "05:33:12.00" "-75:21:59.76"
"N1963" "05:33:18.05" "-36:24:59.76"
"N1998" "05:33:18.05" "-48:40:59.88"
"N1964" "05:33:24.05" "-21:57:00.00"
"N2021" "05:33:24.02" "-67:25:59.88"
"NI423" "05:33:24.05" "-00:37:00.12"
"N2028" "05:33:42.02" "-69:55:59.88"
"N2031" "05:33:42.00" "-70:58:59.88"
"NI424" "05:33:42.05" "-00:19:00.12"
"N1979" "05:33:48.05" "-23:18:59.76"
"NI2137" "05:34:18.05" "-23:19:59.88"
"NI2138" "05:34:18.05" "-23:33:00.00"
"N1989" "05:34:24.05" "-30:48:00.00"
"N2036" "05:34:24.02" "-70:03:59.76"
"N1952" "05:34:30.05" "+22:01:00.12"
"N1992" "05:34:30.05" "-30:55:59.88"
"N2033" "05:34:30.02" "-69:43:59.88"
"N2038" "05:34:30.02" "-70:33:00.00"
"N2037" "05:34:42.02" "-69:45:00.00"
"N2007" "05:35:00.05" "-50:55:59.88"
"N1973" "05:35:06.05" "-04:43:59.88"
"N2008" "05:35:06.05" "-50:58:59.88"
"N2027" "05:35:06.02" "-66:54:59.76"
"N1981" "05:35:12.05" "-04:25:59.88"
"N2048" "05:35:12.02" "-69:45:59.76"
"N2032" "05:35:18.02" "-67:33:59.76"
"N2035" "05:35:18.02" "-67:33:59.76"
"N2046" "05:35:18.02" "-70:13:59.88"
"NI2139" "05:35:18.05" "-17:55:59.88"
"N1975" "05:35:24.05" "-04:40:59.88"
"N1976" "05:35:24.05" "-05:27:00.00"
"N1980" "05:35:24.05" "-05:54:00.00"
"N2029" "05:35:24.02" "-67:33:00.00"
"N2030" "05:35:24.02" "-66:00:59.76"
"N1977" "05:35:30.05" "-04:52:00.12"
"N1993" "05:35:30.05" "-17:48:59.76"
"N1982" "05:35:36.05" "-05:16:00.12"
"N2047" "05:35:36.02" "-70:10:59.88"
"N2034" "05:35:42.02" "-66:55:59.88"
"N2042" "05:35:48.02" "-68:54:00.00"
"N2044" "05:35:54.02" "-69:10:59.88"
"N1960" "05:36:06.05" "+34:07:59.88"
"N2040" "05:36:06.02" "-67:33:00.00"
"N1990" "05:36:12.05" "-01:12:00.00"
"N2043" "05:36:12.02" "-70:04:59.88"
"N2051" "05:36:12.00" "-71:00:00.00"
"N2041" "05:36:24.02" "-66:57:59.76"
"N1999" "05:36:30.05" "-06:42:00.00"
"N2050" "05:36:30.02" "-69:21:59.76"
"N2056" "05:36:30.02" "-70:39:59.76"
"N2058" "05:36:36.02" "-70:07:59.88"
"NI427" "05:36:36.05" "-06:40:00.12"
"NI428" "05:36:36.05" "-06:31:00.12"
"N2057" "05:36:42.02" "-70:15:00.00"
"N2059" "05:36:42.02" "-70:06:00.00"
"NI426" "05:36:48.05" "-00:15:00.00"
"N2055" "05:37:00.02" "-69:24:00.00"
"NI425" "05:37:06.05" "+32:25:59.88"
"N2052" "05:37:18.02" "-69:45:00.00"
"N2053" "05:37:18.02" "-67:24:00.00"
"N2065" "05:37:18.02" "-70:12:59.76"
"N1988" "05:37:30.05" "+21:13:59.88"
"N2066" "05:37:30.02" "-70:09:59.76"
"N2060" "05:37:36.02" "-69:09:59.76"
"N1985" "05:37:42.05" "+32:00:00.00"
"NI2146" "05:37:48.00" "-74:45:59.76"
"N2072" "05:38:06.02" "-70:13:59.88"
"N1996" "05:38:12.05" "+25:49:00.12"
"N2075" "05:38:12.02" "-70:39:59.76"
"NI429" "05:38:18.05" "-07:03:00.00"
"N2069" "05:38:30.02" "-69:04:59.88"
"NI430" "05:38:30.05" "-07:04:59.88"
"N2070" "05:38:36.02" "-69:04:59.88"
"N2074" "05:38:54.02" "-69:28:59.88"
"NI2148" "05:39:12.00" "-75:30:59.76"
"N2017" "05:39:24.05" "-17:51:00.00"
"N2077" "05:39:36.02" "-69:39:59.76"
"N2078" "05:39:36.02" "-69:45:00.00"
"N2079" "05:39:36.02" "-69:46:59.88"
"N2080" "05:39:42.02" "-69:39:00.00"
"N2083" "05:39:54.02" "-69:45:00.00"
"N2084" "05:39:54.02" "-69:45:00.00"
"N2062" "05:40:00.02" "-66:52:59.88"
"N2081" "05:40:06.02" "-69:24:00.00"
"N2085" "05:40:12.02" "-69:39:00.00"
"NI431" "05:40:18.05" "-01:27:00.00"
"N2086" "05:40:24.02" "-69:39:00.00"
"NI2145" "05:40:24.02" "-69:39:59.76"
"NI433" "05:40:30.05" "-11:37:59.88"
"N2088" "05:40:48.02" "-69:27:59.76"
"N2091" "05:40:54.02" "-69:25:59.88"
"NI432" "05:40:54.05" "-01:28:59.88"
"N2144" "05:40:59.93" "-82:06:59.76"
"NI434" "05:41:00.05" "-02:24:00.00"
"N2092" "05:41:30.02" "-69:12:59.76"
"N2093" "05:41:30.02" "-68:54:59.76"
"N2023" "05:41:36.05" "-02:13:59.88"
"N2103" "05:41:36.00" "-71:19:59.88"
"N2082" "05:41:48.02" "-64:18:00.00"
"N2024" "05:41:54.05" "-01:51:00.00"
"N2100" "05:42:00.02" "-69:13:59.88"
"N1961" "05:42:06.02" "+69:22:59.88"
"N2022" "05:42:06.05" "+09:04:59.88"
"N2094" "05:42:06.02" "-68:21:00.00"
"N2096" "05:42:12.02" "-68:27:59.76"
"N2102" "05:42:12.02" "-69:28:59.88"
"NI2133" "05:42:12.02" "+69:22:59.88"
"NI2141" "05:42:18.05" "-51:01:59.88"
"N2098" "05:42:30.02" "-68:15:59.76"
"N2095" "05:42:42.02" "-67:18:59.76"
"NI435" "05:43:00.05" "-02:19:00.12"
"N2026" "05:43:06.05" "+20:07:00.12"
"N2107" "05:43:12.00" "-70:36:59.76"
"N2049" "05:43:24.05" "-30:06:00.00"
"N2108" "05:43:48.02" "-69:12:00.00"
"N2061" "05:43:54.05" "-33:57:00.00"
"N2039" "05:44:06.05" "+08:37:59.88"
"N2097" "05:44:06.02" "-62:46:59.88"
"N2105" "05:44:12.02" "-66:24:59.76"
"N2087" "05:44:18.05" "-55:31:59.88"
"N2013" "05:44:24.05" "+55:48:00.00"
"N2109" "05:44:24.02" "-68:31:59.88"
"N2111" "05:44:42.00" "-70:57:00.00"
"N2045" "05:45:00.05" "+12:52:59.88"
"N2054" "05:45:12.05" "-10:04:59.88"
"N2113" "05:45:30.02" "-69:45:00.00"
"N2114" "05:45:48.02" "-68:03:00.00"
"N2073" "05:45:54.05" "-21:58:59.88"
"N2064" "05:46:18.05" "+00:00:00.00"
"N2101" "05:46:24.05" "-52:04:59.88"
"N2067" "05:46:30.05" "+00:06:00.00"
"N2068" "05:46:42.05" "+00:03:00.00"
"N2063" "05:46:48.05" "+08:48:00.00"
"N2076" "05:46:48.05" "-16:46:00.12"
"N2116" "05:46:54.02" "-68:31:59.88"
"NI2143" "05:46:54.05" "-18:43:59.88"
"N2090" "05:47:00.05" "-34:13:59.88"
"N2104" "05:47:06.05" "-51:33:00.00"
"N2071" "05:47:12.05" "+00:18:00.00"
"N2118" "05:47:12.02" "-69:09:00.00"
"N2117" "05:47:18.02" "-67:27:59.76"
"N2089" "05:47:48.05" "-17:36:00.00"
"NI2147" "05:47:48.05" "-30:30:00.00"
"N2121" "05:48:00.00" "-71:27:59.76"
"N2122" "05:48:42.02" "-70:03:59.76"
"N2134" "05:50:06.00" "-71:06:59.76"
"NI2144" "05:50:12.05" "+23:52:00.12"
"N2120" "05:50:36.02" "-63:40:59.88"
"N2106" "05:50:42.05" "-21:34:59.88"
"N2125" "05:50:42.02" "-69:28:59.88"
"N2127" "05:51:06.02" "-69:21:59.76"
"N2115" "05:51:18.05" "-50:34:59.88"
"NI2150" "05:51:18.05" "-38:18:59.76"
"N2133" "05:51:24.00" "-71:10:59.88"
"NI437" "05:51:36.05" "-12:34:00.12"
"N2123" "05:51:42.02" "-65:18:59.76"
"N2130" "05:52:06.02" "-67:19:59.88"
"N2110" "05:52:12.05" "-07:27:00.00"
"N2099" "05:52:24.05" "+32:33:00.00"
"NI2151" "05:52:36.05" "-17:46:59.88"
"N2136" "05:52:48.02" "-69:30:00.00"
"NI438" "05:53:00.05" "-17:52:59.88"
"N2135" "05:53:06.02" "-67:25:59.88"
"N2137" "05:53:12.02" "-69:28:59.88"
"NI436" "05:53:42.05" "+38:37:59.88"
"N2112" "05:53:54.05" "+00:24:00.00"
"N2140" "05:54:00.02" "-68:36:00.00"
"N2138" "05:54:30.02" "-65:49:59.88"
"N2145" "05:54:30.00" "-70:54:59.76"
"N2132" "05:55:12.02" "-59:54:59.76"
"NI2160" "05:55:29.98" "-76:54:59.76"
"N2161" "05:55:36.00" "-74:21:00.00"
"N2150" "05:55:54.02" "-69:33:59.76"
"N2147" "05:56:00.02" "-68:12:00.00"
"N2151" "05:56:18.02" "-69:00:59.76"
"NI2149" "05:56:18.05" "+46:07:00.12"
"NI439" "05:56:36.05" "+32:01:59.88"
"NI2161" "05:57:12.00" "-75:07:59.88"
"N2157" "05:57:18.02" "-69:10:59.88"
"N2119" "05:57:24.05" "+11:57:00.00"
"N2153" "05:57:30.02" "-66:24:00.00"
"N2154" "05:57:30.02" "-67:15:00.00"
"N2156" "05:57:36.02" "-68:27:00.00"
"N2124" "05:57:54.05" "-20:04:00.12"
"N2159" "05:57:54.02" "-68:37:59.88"
"NI2152" "05:57:54.05" "-23:10:59.88"
"N2160" "05:58:00.02" "-68:16:59.88"
"N2173" "05:58:06.00" "-72:58:59.88"
"N2155" "05:58:24.02" "-65:27:59.76"
"N2171" "05:58:36.00" "-70:40:59.88"
"N2131" "05:58:42.05" "-26:37:59.88"
"N2148" "05:58:42.02" "-59:06:59.76"
"N2164" "05:58:42.02" "-68:30:59.76"
"N2166" "05:59:18.02" "-67:55:59.88"
"N2172" "05:59:54.02" "-68:37:59.88"
"NI2153" "06:00:06.05" "-33:54:59.76"
"N2162" "06:00:30.02" "-63:45:00.00"
"N2190" "06:00:48.00" "-74:42:59.76"
"NI2155" "06:00:48.05" "-34:00:59.76"
"N2152" "06:00:54.05" "-50:43:59.88"
"N2129" "06:01:00.05" "+23:18:00.00"
"N2177" "06:01:00.02" "-67:42:59.76"
"N2139" "06:01:06.05" "-23:40:00.12"
"NI2154" "06:01:06.05" "-23:40:00.12"
"N2176" "06:01:24.02" "-66:51:00.00"
"N2142" "06:01:54.05" "-10:36:00.00"
"N2181" "06:02:36.02" "-65:15:00.00"
"NI441" "06:02:42.05" "-12:30:00.00"
"N2178" "06:02:48.02" "-63:45:59.76"
"N2126" "06:03:00.05" "+49:54:00.00"
"N2143" "06:03:00.05" "+05:43:00.12"
"N2141" "06:03:06.05" "+10:25:59.88"
"N2149" "06:03:30.05" "-09:43:59.88"
"N2187" "06:03:54.02" "-69:33:59.76"
"N2128" "06:04:42.02" "+57:39:00.00"
"N2199" "06:04:42.00" "-73:24:00.00"
"N2203" "06:04:42.00" "-75:25:59.88"
"NI2156" "06:04:48.05" "+24:09:00.00"
"NI2157" "06:05:00.05" "+24:00:00.00"
"NI2158" "06:05:18.05" "-27:51:00.00"
"N2197" "06:05:54.02" "-67:04:59.88"
"N2193" "06:06:12.02" "-65:04:59.88"
"N2167" "06:06:54.05" "-06:12:00.00"
"NI2164" "06:06:54.00" "-75:21:59.76"
"N2158" "06:07:30.05" "+24:06:00.00"
"N2170" "06:07:30.05" "-06:24:00.00"
"N2163" "06:07:48.05" "+18:40:00.12"
"N2179" "06:08:00.05" "-21:45:00.00"
"N2169" "06:08:24.05" "+13:57:00.00"
"N2191" "06:08:24.05" "-52:30:59.76"
"N2209" "06:08:42.00" "-73:51:00.00"
"N2168" "06:08:54.05" "+24:19:59.88"
"N2182" "06:09:30.05" "-06:19:59.88"
"N2180" "06:09:36.05" "+04:43:00.12"
"N2174" "06:09:42.05" "+20:30:00.00"
"N2175" "06:09:48.05" "+20:19:00.12"
"NI2159" "06:09:54.05" "+20:24:00.00"
"N2188" "06:10:06.05" "-34:06:00.00"
"N2205" "06:10:36.02" "-62:31:59.88"
"N2213" "06:10:42.00" "-71:33:00.00"
"N2183" "06:10:48.05" "-06:13:00.12"
"N2184" "06:10:54.05" "-03:31:00.12"
"N2165" "06:11:06.05" "+51:40:59.88"
"N2185" "06:11:06.05" "-06:13:00.12"
"N2210" "06:11:30.02" "-69:07:59.88"
